"tempo","jm","mv","me","md","jv","vv","ve","vd","pbm","pbe","pbv","bm","be","bv","bxtm","bxte","bxtv","tpm","tpe","tpv","npm","npv","nem","nev","sgm","sgv","r"
20201212,21,0.5217,0.1739,0.3043,23,0.3600,0.2800,0.3600,0.4409,0.2270,0.3322,0.5427,0.1407,0.3166,0.6361,0.1730,0.1908,0.5340,0.1694,0.2966,0.7000,0.6364,0.8500,0.7273,14,-6,1
20201212,29,0.4516,0.3871,0.1613,21,0.3478,0.2609,0.3913,0.4215,0.3240,0.2546,0.5294,0.3026,0.1681,0.3972,0.4575,0.1452,0.4487,0.4308,0.1205,0.8571,0.6000,0.6071,0.7500,13,5,2
20201212,19,0.3333,0.2857,0.3810,26,0.5000,0.2857,0.2143,0.2738,0.2857,0.4405,0.2079,0.2376,0.5545,0.3892,0.4378,0.1730,0.3603,0.3243,0.3153,0.6111,0.8000,0.7222,0.7200,-2,-10,0
20201212,27,0.5862,0.1724,0.2414,24,0.1154,0.5000,0.3846,0.4854,0.3362,0.1784,0.6641,0.2539,0.0821,0.5684,0.3411,0.0905,0.5081,0.3519,0.1400,0.7692,0.6087,0.8462,0.4783,25,17,1
20201212,27,0.5517,0.2414,0.2069,22,0.4167,0.2500,0.3333,0.4425,0.2457,0.3118,0.5565,0.1826,0.2609,0.6870,0.0687,0.2443,0.6784,0.0544,0.2672,0.8077,0.6667,0.7692,0.7619,25,1,2
20201212,26,0.6429,0.2500,0.1071,28,0.3333,0.3000,0.3667,0.5048,0.2750,0.2202,0.6805,0.2165,0.1030,0.3540,0.4494,0.1966,0.6563,0.2800,0.0637,0.9200,0.6296,0.7600,0.7037,38,2,1
20201213,22,0.3750,0.3750,0.2500,25,0.4074,0.2593,0.3333,0.3542,0.3172,0.3287,0.3857,0.3000,0.3143,0.3214,0.3571,0.3215,0.1484,0.5153,0.3363,0.7619,0.6667,0.6190,0.7500,3,-9,1
20201213,25,0.6296,0.1852,0.1852,24,0.3846,0.2308,0.3846,0.5071,0.2080,0.2849,0.6800,0.1200,0.2000,0.5596,0.2726,0.1678,0.5130,0.2694,0.2176,0.8333,0.6087,0.8333,0.7826,25,4,1
20201213,23,0.4400,0.2400,0.3200,21,0.3043,0.2174,0.4783,0.4592,0.2287,0.3122,0.5846,0.1449,0.2705,0.6338,0.0845,0.2816,0.5769,0.1427,0.2804,0.6818,0.5000,0.7727,0.8000,8,8,1
20201213,24,0.3462,0.2308,0.4231,22,0.4167,0.2083,0.3750,0.3606,0.2196,0.4199,0.3665,0.1357,0.4977,0.1494,0.1680,0.6826,0.2346,0.1186,0.6468,0.5652,0.6190,0.7826,0.8095,-3,-4,0
20201216,22,0.4167,0.3333,0.2500,23,0.4000,0.2400,0.3600,0.3884,0.2867,0.3250,0.4546,0.2424,0.3030,0.3669,0.4584,0.1747,0.5524,0.1894,0.2582,0.7619,0.6364,0.6667,0.7727,18,-4,1
20201216,25,0.5926,0.2963,0.1111,23,0.4400,0.2400,0.3200,0.4563,0.2682,0.2756,0.6125,0.2297,0.1579,0.6207,0.1724,0.2069,0.4889,0.3621,0.1490,0.9167,0.6818,0.7083,0.7727,27,0,1
20201219,22,0.4167,0.2500,0.3333,25,0.1111,0.4815,0.4074,0.4121,0.3658,0.2222,0.5189,0.3679,0.1132,0.4422,0.4975,0.0603,0.5134,0.3369,0.1497,0.6667,0.5833,0.7619,0.5000,11,18,2
20201219,24,0.4615,0.2308,0.3077,28,0.4667,0.3000,0.2333,0.3474,0.2654,0.3872,0.3359,0.2160,0.4480,0.5973,0.1639,0.2389,0.5698,0.2719,0.1583,0.6957,0.7778,0.7826,0.7037,9,-7,0
20201219,28,0.6000,0.1667,0.2333,27,0.4138,0.3793,0.2069,0.4035,0.2730,0.3236,0.4373,0.2227,0.3400,0.2747,0.2676,0.4577,0.4024,0.1366,0.4610,0.7778,0.8077,0.8519,0.6154,26,-14,1
20201220,25,0.3333,0.2593,0.4074,25,0.3704,0.2222,0.4074,0.3704,0.2408,0.3889,0.3944,0.1673,0.4383,0.4899,0.2162,0.2940,0.5236,0.1338,0.3426,0.5833,0.5833,0.7500,0.7917,-3,7,1
20201220,25,0.5556,0.2593,0.1852,28,0.4667,0.2333,0.3000,0.4278,0.2463,0.3260,0.5315,0.1929,0.2756,0.6675,0.0952,0.2373,0.6772,0.1987,0.1242,0.8333,0.7037,0.7500,0.7778,22,-11,2
20201220,26,0.6429,0.1786,0.1786,30,0.3125,0.2813,0.4063,0.5246,0.2300,0.2456,0.7112,0.1368,0.1520,0.7033,0.1319,0.1648,0.8082,0.0733,0.1184,0.8400,0.5862,0.8400,0.7241,28,6,1
20201220,22,0.5417,0.1667,0.2917,25,0.2963,0.1111,0.5926,0.5672,0.1389,0.2940,0.7536,0.0435,0.2029,0.6038,0.2453,0.1509,0.7123,0.0383,0.2493,0.7143,0.3750,0.8571,0.9167,15,13,2
20201221,23,0.4000,0.3600,0.2400,22,0.2917,0.2917,0.4167,0.4084,0.3259,0.2659,0.4878,0.3073,0.2049,0.1755,0.5614,0.2632,0.2536,0.5350,0.2113,0.7727,0.5714,0.6364,0.7143,4,5,1
20201226,22,0.6667,0.2083,0.1250,22,0.2917,0.2083,0.5000,0.5834,0.2083,0.2084,0.8067,0.1050,0.0882,0.3404,0.3192,0.3404,0.3189,0.4376,0.2435,0.9048,0.4762,0.8095,0.8095,31,9,1
20201226,26,0.5357,0.2500,0.2143,27,0.6207,0.1724,0.2069,0.3713,0.2112,0.4175,0.3863,0.1502,0.4635,0.2982,0.1052,0.5965,0.3375,0.0263,0.6362,0.8000,0.8077,0.7600,0.8462,20,-9,0
20201226,20,0.3182,0.3182,0.3636,24,0.1923,0.3462,0.4615,0.3899,0.3322,0.2780,0.4492,0.3370,0.2139,0.4586,0.2866,0.2547,0.2940,0.4181,0.2880,0.6316,0.5217,0.6842,0.6522,-2,11,1
20201226,27,0.5172,0.2414,0.2414,27,0.3793,0.2414,0.3793,0.4483,0.2414,0.3104,0.5670,0.1684,0.2646,0.7210,0.1846,0.0944,0.7211,0.1196,0.1592,0.7692,0.6154,0.7692,0.7692,23,-7,2
20201227,29,0.6452,0.2581,0.0968,21,0.1739,0.4348,0.3913,0.5183,0.3465,0.1354,0.6617,0.2941,0.0441,0.5664,0.3021,0.1315,0.4281,0.4816,0.0903,0.9286,0.6000,0.7500,0.5500,44,8,1
20201227,23,0.4000,0.2800,0.3200,23,0.2800,0.3600,0.3600,0.3800,0.3200,0.3000,0.4306,0.3014,0.2679,0.4468,0.0745,0.4787,0.1360,0.1224,0.7416,0.6818,0.6364,0.7273,0.6364,5,0,2
20201227,28,0.4333,0.4000,0.1667,29,0.4839,0.2258,0.2903,0.3618,0.3129,0.3253,0.4238,0.3043,0.2718,0.1234,0.5553,0.3212,0.3913,0.3804,0.2283,0.8519,0.7143,0.5926,0.7857,17,-13,0
20201227,28,0.5333,0.2333,0.2333,23,0.2400,0.4000,0.3600,0.4467,0.3167,0.2367,0.5625,0.2734,0.1641,0.3698,0.4201,0.2101,0.7061,0.1863,0.1076,0.7778,0.6364,0.7778,0.5909,24,8,1
20201227,30,0.5938,0.2813,0.1250,22,0.3750,0.2500,0.3750,0.4844,0.2657,0.2500,0.6552,0.2069,0.1379,0.5101,0.2672,0.2227,0.7282,0.0971,0.1748,0.8966,0.6190,0.7241,0.7619,29,4,1
20201227,30,0.5313,0.1563,0.3125,27,0.3103,0.4138,0.2759,0.4036,0.2851,0.3114,0.4756,0.2098,0.3146,0.6358,0.1130,0.2511,0.3948,0.3609,0.2443,0.6897,0.7308,0.8621,0.5769,16,-4,2
20210106,23,0.4000,0.2400,0.3600,23,0.2800,0.2800,0.4400,0.4200,0.2600,0.3200,0.5116,0.1953,0.2930,0.4406,0.3328,0.2267,0.4270,0.3321,0.2409,0.6364,0.5455,0.7727,0.7273,10,6,2
20210106,31,0.6061,0.2727,0.1212,31,0.3030,0.2727,0.4242,0.5152,0.2727,0.2121,0.6983,0.2020,0.0997,0.6643,0.2530,0.0826,0.8721,0.0984,0.0295,0.9000,0.5667,0.7333,0.7333,30,7,1
20210106,23,0.5200,0.1600,0.3200,28,0.4000,0.2333,0.3667,0.4434,0.1967,0.3600,0.5356,0.1049,0.3595,0.5876,0.1181,0.2944,0.4571,0.1250,0.4179,0.6818,0.6296,0.8636,0.7778,14,-8,1
20210106,25,0.4444,0.2593,0.2963,24,0.3462,0.2692,0.3846,0.4145,0.2643,0.3213,0.4979,0.2033,0.2988,0.5037,0.2947,0.2015,0.4019,0.3589,0.2392,0.7083,0.6087,0.7500,0.7391,9,-5,1
20210106,27,0.6552,0.1724,0.1724,24,0.3846,0.2308,0.3846,0.5199,0.2016,0.2785,0.7037,0.1111,0.1852,0.5827,0.1821,0.2352,0.5426,0.1703,0.2871,0.8462,0.6087,0.8462,0.7826,29,-3,2
20210106,24,0.3846,0.2692,0.3462,26,0.3214,0.1071,0.5714,0.4780,0.1882,0.3338,0.6107,0.0801,0.3092,0.4461,0.2294,0.3244,0.4731,0.2150,0.3119,0.6522,0.4000,0.7391,0.9200,3,12,2
20210107,30,0.4375,0.3750,0.1875,28,0.3333,0.4000,0.2667,0.3521,0.3875,0.2604,0.3545,0.4557,0.1898,0.3011,0.2509,0.4480,0.3566,0.3821,0.2612,0.8276,0.7407,0.6207,0.5926,12,-5,2
20210107,23,0.4400,0.3200,0.2400,24,0.2308,0.3846,0.3846,0.4123,0.3523,0.2354,0.4867,0.3540,0.1593,0.2986,0.1911,0.5104,0.4365,0.4703,0.0931,0.7727,0.6087,0.6818,0.6087,19,11,0
20210109,27,0.5172,0.2759,0.2069,30,0.4375,0.3438,0.2188,0.3680,0.3099,0.3222,0.3791,0.3177,0.3032,0.1455,0.3087,0.5457,0.2635,0.3556,0.3810,0.8077,0.7931,0.7308,0.6552,20,-7,0
20210109,24,0.3846,0.2308,0.3846,27,0.3448,0.1034,0.5517,0.4682,0.1671,0.3647,0.5756,0.0647,0.3597,0.5308,0.1707,0.2986,0.4420,0.1160,0.4420,0.6087,0.4231,0.7826,0.9231,9,10,0
20210109,26,0.4643,0.2500,0.2857,30,0.4375,0.3438,0.2188,0.3416,0.2969,0.3616,0.3251,0.2750,0.3999,0.2631,0.3685,0.3684,0.2467,0.5553,0.1979,0.7200,0.7931,0.7600,0.6552,10,-17,2
20210110,29,0.6129,0.1613,0.2258,24,0.3077,0.2692,0.4231,0.5180,0.2153,0.2668,0.6967,0.1167,0.1867,0.7132,0.1774,0.1094,0.7182,0.2155,0.0663,0.7857,0.5652,0.8571,0.7391,28,5,1
20210110,26,0.3571,0.2500,0.3929,26,0.1429,0.4643,0.3929,0.3750,0.3572,0.2679,0.4489,0.3714,0.1797,0.4914,0.3775,0.1311,0.5333,0.2667,0.2000,0.6000,0.6000,0.7600,0.5200,-2,17,1
20210110,27,0.5862,0.3103,0.1034,27,0.3448,0.2414,0.4138,0.5000,0.2759,0.2241,0.6869,0.2121,0.1010,0.4048,0.3434,0.2518,0.6496,0.2221,0.1283,0.9231,0.5769,0.6923,0.7692,30,8,2
20210110,28,0.6333,0.1667,0.2000,30,0.4688,0.2500,0.2813,0.4573,0.2084,0.3344,0.5681,0.1329,0.2990,0.6040,0.1112,0.2847,0.6214,0.0872,0.2913,0.8148,0.7241,0.8519,0.7586,28,-13,2
20210110,24,0.4231,0.3462,0.2308,32,0.2941,0.2647,0.4412,0.4322,0.3055,0.2625,0.5392,0.2647,0.1961,0.3058,0.3924,0.3018,0.4648,0.2253,0.3099,0.7826,0.5484,0.6522,0.7419,19,8,0
20210111,24,0.5385,0.1538,0.3077,24,0.4231,0.2308,0.3462,0.4424,0.1923,0.3654,0.5295,0.1008,0.3697,0.6452,0.1331,0.2218,0.6852,0.0578,0.2569,0.6957,0.6522,0.8696,0.7826,16,3,0
20210113,24,0.4231,0.3462,0.2308,25,0.4074,0.2222,0.3704,0.3968,0.2842,0.3191,0.4783,0.2348,0.2870,0.6522,0.2783,0.0696,0.4489,0.2917,0.2594,0.7826,0.6250,0.6522,0.7917,5,-4,1
20210115,31,0.6364,0.2424,0.1212,31,0.4242,0.3636,0.2121,0.4243,0.3030,0.2727,0.4917,0.3210,0.1873,0.2090,0.5250,0.2660,0.2582,0.6177,0.1240,0.9000,0.8000,0.7667,0.6333,43,-7,0
20210116,27,0.3793,0.2414,0.3793,23,0.2800,0.2000,0.5200,0.4497,0.2207,0.3297,0.5608,0.1373,0.3020,0.3686,0.1338,0.4976,0.3569,0.1035,0.5397,0.6154,0.4545,0.7692,0.8182,1,11,2
20210116,28,0.5000,0.2333,0.2667,25,0.1852,0.3333,0.4815,0.4908,0.2833,0.2260,0.6544,0.2114,0.1343,0.5936,0.2266,0.1798,0.4717,0.2264,0.3019,0.7407,0.5000,0.7778,0.6667,22,12,1
20210117,31,0.4242,0.3636,0.2121,22,0.1667,0.4167,0.4167,0.4205,0.3902,0.1894,0.4861,0.4167,0.0972,0.3358,0.4318,0.2325,0.3565,0.5147,0.1288,0.8000,0.5714,0.6333,0.5714,10,9,2
20210117,29,0.5484,0.2258,0.2258,29,0.3871,0.2258,0.3871,0.4678,0.2258,0.3065,0.6054,0.1454,0.2493,0.5918,0.1660,0.2422,0.5778,0.1043,0.3179,0.7857,0.6071,0.7857,0.7857,27,-6,0
20210117,30,0.4375,0.4063,0.1563,27,0.1379,0.4483,0.4138,0.4257,0.4273,0.1471,0.4706,0.4734,0.0560,0.2770,0.6250,0.0980,0.3722,0.4913,0.1365,0.8621,0.5769,0.5862,0.5385,20,20,1
20210117,30,0.6250,0.1563,0.2188,25,0.3333,0.2593,0.4074,0.5162,0.2078,0.2761,0.6918,0.1101,0.1981,0.5923,0.1763,0.2314,0.8650,0.0437,0.0913,0.7931,0.5833,0.8621,0.7500,29,-4,1
20210117,23,0.6800,0.2000,0.1200,24,0.3846,0.2308,0.3846,0.5323,0.2154,0.2523,0.7391,0.1305,0.1304,0.7108,0.1580,0.1312,0.6833,0.2303,0.0864,0.9091,0.6087,0.8182,0.7826,33,4,1
20210118,32,0.6176,0.2647,0.1176,24,0.3077,0.3462,0.3462,0.4819,0.3055,0.2127,0.6258,0.2682,0.1059,0.7233,0.2066,0.0700,0.4292,0.3507,0.2201,0.9032,0.6522,0.7419,0.6522,43,-2,1
20210118,22,0.3333,0.2917,0.3750,28,0.6000,0.2000,0.2000,0.2667,0.2459,0.4875,0.1905,0.1667,0.6429,0.2833,0.1230,0.5936,0.2037,0.1448,0.6515,0.6190,0.8148,0.7143,0.8148,-2,-9,2
20210120,25,0.3704,0.2593,0.3704,25,0.3704,0.2222,0.4074,0.3889,0.2408,0.3704,0.4365,0.1667,0.3968,0.5833,0.1911,0.2256,0.1222,0.1375,0.7403,0.6250,0.5833,0.7500,0.7917,1,6,2
20210120,32,0.6176,0.2647,0.1176,25,0.4074,0.2593,0.3333,0.4755,0.2620,0.2625,0.6385,0.2129,0.1486,0.6904,0.1062,0.2035,0.7574,0.0312,0.2114,0.9032,0.6667,0.7419,0.7500,31,3,0
20210120,25,0.3704,0.2593,0.3704,26,0.3929,0.2143,0.3929,0.3817,0.2368,0.3817,0.4198,0.1603,0.4198,0.3421,0.1447,0.5132,0.3123,0.2974,0.3903,0.6250,0.6000,0.7500,0.8000,9,1,0
20210120,25,0.5185,0.1852,0.2963,25,0.2222,0.4074,0.3704,0.4445,0.2963,0.2593,0.5761,0.2263,0.1975,0.5147,0.1549,0.3304,0.6614,0.1181,0.2205,0.7083,0.6250,0.8333,0.5833,16,11,1
20210120,31,0.5152,0.1515,0.3333,28,0.3333,0.1333,0.5333,0.5243,0.1424,0.3333,0.6767,0.0497,0.2736,0.7548,0.0589,0.1863,0.6045,0.0225,0.3731,0.6667,0.4444,0.8667,0.8889,15,10,1
20210120,28,0.5667,0.3000,0.1333,29,0.3548,0.3871,0.2581,0.4124,0.3436,0.2441,0.4723,0.3750,0.1527,0.3823,0.3872,0.2305,0.1444,0.5549,0.3007,0.8889,0.7500,0.7037,0.6071,29,-7,2
20210121,25,0.4444,0.3333,0.2222,26,0.1786,0.3214,0.5000,0.4722,0.3274,0.2004,0.6022,0.2903,0.1075,0.4083,0.4750,0.1167,0.5589,0.3130,0.1280,0.7917,0.4800,0.6667,0.6800,10,13,1
20210121,29,0.6129,0.1613,0.2258,31,0.4545,0.3333,0.2121,0.4125,0.2473,0.3402,0.4539,0.1877,0.3584,0.6150,0.1597,0.2253,0.6153,0.1007,0.2840,0.7857,0.8000,0.8571,0.6667,26,-18,1
20210121,23,0.3200,0.2800,0.4000,31,0.4848,0.2424,0.2727,0.2964,0.2612,0.4424,0.2500,0.1944,0.5556,0.1944,0.2223,0.5833,0.1430,0.3669,0.4901,0.5909,0.7333,0.7273,0.7667,-5,-15,2
20210121,28,0.5000,0.3000,0.2000,28,0.3667,0.2333,0.4000,0.4500,0.2667,0.2834,0.5825,0.2039,0.2136,0.6476,0.2793,0.0731,0.4882,0.2579,0.2539,0.8148,0.5926,0.7037,0.7778,20,7,1
20210123,29,0.5484,0.2903,0.1613,24,0.3077,0.1923,0.5000,0.5242,0.2413,0.2345,0.7222,0.1470,0.1307,0.4816,0.2141,0.3043,0.6644,0.0865,0.2491,0.8571,0.4783,0.7143,0.8261,25,10,0
20210123,28,0.3667,0.2333,0.4000,26,0.3929,0.2857,0.3214,0.3441,0.2595,0.3965,0.3449,0.1951,0.4600,0.3805,0.0962,0.5233,0.3367,0.2143,0.4489,0.5926,0.6800,0.7778,0.7200,0,3,1
20210124,29,0.5161,0.2258,0.2581,28,0.1333,0.4333,0.4333,0.4747,0.3296,0.1957,0.6284,0.2749,0.0967,0.6287,0.2864,0.0849,0.5535,0.3559,0.0906,0.7500,0.5556,0.7857,0.5556,23,21,1
20210124,25,0.4074,0.3704,0.2222,26,0.3214,0.2500,0.4286,0.4180,0.3102,0.2718,0.5156,0.2735,0.2109,0.3282,0.2168,0.4551,0.5226,0.1833,0.2941,0.7917,0.5600,0.6250,0.7600,19,-2,1
20210124,30,0.5313,0.2500,0.2188,29,0.6129,0.1935,0.1935,0.3624,0.2218,0.4159,0.3604,0.1696,0.4701,0.1997,0.0631,0.7373,0.1361,0.1152,0.7487,0.7931,0.8214,0.7586,0.8214,27,-12,1
20210124,31,0.6364,0.1515,0.2121,32,0.4118,0.3824,0.2059,0.4212,0.2670,0.3120,0.4742,0.2097,0.3161,0.2440,0.1708,0.5851,0.2126,0.0583,0.7290,0.8000,0.8065,0.8667,0.6129,31,-7,1
20210124,27,0.4483,0.2414,0.3103,33,0.2857,0.2857,0.4286,0.4385,0.2636,0.2980,0.5493,0.1972,0.2535,0.5964,0.1575,0.2461,0.4986,0.2370,0.2644,0.6923,0.5625,0.7692,0.7188,9,8,1
20210124,31,0.4545,0.3939,0.1515,25,0.2963,0.2593,0.4444,0.4495,0.3266,0.2239,0.5787,0.2927,0.1286,0.5550,0.3260,0.1189,0.7216,0.1691,0.1093,0.8667,0.5417,0.6000,0.7500,21,6,2
20210124,32,0.4118,0.3529,0.2353,32,0.4412,0.3235,0.2353,0.3236,0.3382,0.3383,0.3077,0.3626,0.3297,0.4706,0.2941,0.2353,0.2131,0.5901,0.1967,0.7742,0.7742,0.6452,0.6774,9,-16,1
20210125,26,0.4643,0.3214,0.2143,23,0.2000,0.4000,0.4000,0.4322,0.3607,0.2072,0.5200,0.3600,0.1200,0.5277,0.1466,0.3257,0.4365,0.1734,0.3901,0.8000,0.5909,0.6800,0.5909,13,8,2
20210126,33,0.6286,0.2571,0.1143,26,0.2143,0.3929,0.3929,0.5108,0.3250,0.1643,0.6631,0.2712,0.0658,0.5381,0.3105,0.1514,0.6301,0.2399,0.1300,0.9063,0.6000,0.7500,0.6000,47,14,0
20210126,24,0.6923,0.1923,0.1154,29,0.3548,0.2258,0.4194,0.5559,0.2091,0.2351,0.7749,0.1159,0.1093,0.6211,0.1001,0.2789,0.4681,0.2925,0.2394,0.9130,0.5714,0.8261,0.7857,35,9,1
20210128,32,0.5294,0.1471,0.3235,25,0.2963,0.3333,0.3704,0.4499,0.2402,0.3099,0.5751,0.1438,0.2811,0.5240,0.0783,0.3977,0.4744,0.1459,0.3796,0.6774,0.6250,0.8710,0.6667,16,2,1
20210128,33,0.6000,0.2857,0.1143,30,0.5938,0.1875,0.2188,0.4094,0.2366,0.3541,0.5195,0.2120,0.2686,0.7965,0.1123,0.0912,0.3839,0.1841,0.4319,0.9063,0.7931,0.7188,0.8276,31,-11,2
20210131,33,0.4286,0.3429,0.2286,29,0.3226,0.1290,0.5484,0.4885,0.2360,0.2756,0.6658,0.1253,0.2089,0.7674,0.0576,0.1750,0.5654,0.1662,0.2684,0.7813,0.4286,0.6563,0.8929,10,11,2
20210131,25,0.7037,0.1852,0.1111,27,0.3103,0.2414,0.4483,0.5760,0.2133,0.2107,0.7994,0.1133,0.0874,0.5263,0.1895,0.2842,0.4912,0.3014,0.2073,0.9167,0.5385,0.8333,0.7692,37,0,1
20210131,32,0.6471,0.1471,0.2059,24,0.2308,0.3846,0.3846,0.5159,0.2659,0.2184,0.7051,0.1603,0.1346,0.8808,0.0529,0.0663,0.8139,0.0971,0.0890,0.8065,0.6087,0.8710,0.6087,32,6,1
20210131,26,0.4286,0.3571,0.2143,30,0.3750,0.2500,0.3750,0.4018,0.3036,0.2947,0.4865,0.2702,0.2433,0.3965,0.2326,0.3708,0.5338,0.2253,0.2409,0.8000,0.6207,0.6400,0.7586,21,-6,1
20210131,30,0.5313,0.2188,0.2500,27,0.3448,0.2414,0.4138,0.4726,0.2301,0.2974,0.6126,0.1472,0.2402,0.6886,0.2104,0.1010,0.6793,0.2352,0.0855,0.7586,0.5769,0.7931,0.7692,25,4,1
20210131,29,0.3871,0.2258,0.3871,34,0.2778,0.2778,0.4444,0.4158,0.2518,0.3325,0.5026,0.1833,0.3142,0.5143,0.1428,0.3429,0.4598,0.1022,0.4380,0.6071,0.5455,0.7857,0.7273,1,10,0
20210131,26,0.3571,0.2857,0.3571,33,0.4000,0.3714,0.2286,0.2929,0.3286,0.3786,0.2469,0.3210,0.4321,0.3877,0.5033,0.1090,0.3158,0.5263,0.1579,0.6400,0.7813,0.7200,0.6250,9,-6,0
20210201,28,0.4667,0.2333,0.3000,31,0.6061,0.1818,0.2121,0.3394,0.2076,0.4531,0.3062,0.1312,0.5625,0.2433,0.0791,0.6777,0.1834,0.0614,0.7553,0.7037,0.8000,0.7778,0.8333,11,-13,2
20210202,35,0.6216,0.2703,0.1081,29,0.1290,0.4194,0.4516,0.5366,0.3449,0.1186,0.6880,0.2778,0.0342,0.7067,0.1979,0.0954,0.6230,0.2967,0.0804,0.9118,0.5357,0.7353,0.5714,48,23,0
20210203,34,0.5833,0.2778,0.1389,31,0.3333,0.2121,0.4545,0.5189,0.2450,0.2361,0.7159,0.1591,0.1250,0.4827,0.3309,0.1864,0.7354,0.1576,0.1070,0.8788,0.5333,0.7273,0.8000,29,12,0
20210203,26,0.5357,0.1786,0.2857,27,0.3793,0.2069,0.4138,0.4748,0.1928,0.3325,0.6040,0.1007,0.2953,0.4977,0.1982,0.3042,0.4863,0.2274,0.2863,0.7200,0.5769,0.8400,0.8077,19,6,1
20210203,27,0.4483,0.3103,0.2414,32,0.5000,0.2353,0.2647,0.3565,0.2728,0.3707,0.3799,0.2337,0.3864,0.5145,0.1672,0.3184,0.3293,0.2246,0.4461,0.7692,0.7419,0.6923,0.7742,11,-19,1
20210203,24,0.3077,0.2692,0.4231,27,0.3793,0.2759,0.3448,0.3263,0.2726,0.4012,0.3113,0.2179,0.4708,0.4386,0.2105,0.3509,0.2607,0.3245,0.4148,0.5652,0.6538,0.7391,0.7308,-9,4,1
20210203,33,0.5429,0.1429,0.3143,27,0.3793,0.2414,0.3793,0.4611,0.1922,0.3468,0.5726,0.0959,0.3315,0.7481,0.0649,0.1870,0.6761,0.0430,0.2809,0.6875,0.6154,0.8750,0.7692,17,1,2
20210204,29,0.5161,0.2903,0.1935,25,0.2963,0.2222,0.4815,0.4988,0.2563,0.2449,0.6710,0.1742,0.1548,0.6475,0.2331,0.1195,0.6651,0.2494,0.0855,0.8214,0.5000,0.7143,0.7917,22,10,1
20210204,31,0.5455,0.2424,0.2121,30,0.3750,0.3750,0.2500,0.3978,0.3087,0.2936,0.4445,0.2963,0.2592,0.1750,0.4812,0.3438,0.2543,0.4068,0.3389,0.8000,0.7586,0.7667,0.6207,28,-11,0
20210204,30,0.6250,0.1563,0.2188,27,0.2069,0.4138,0.3793,0.5022,0.2851,0.2129,0.6832,0.1864,0.1305,0.6897,0.1345,0.1758,0.6556,0.2412,0.1032,0.7931,0.6154,0.8621,0.5769,28,14,1
20210205,26,0.3571,0.2500,0.3929,27,0.1724,0.3103,0.5172,0.4372,0.2802,0.2827,0.5597,0.2351,0.2053,0.3377,0.4018,0.2605,0.6165,0.1918,0.1918,0.6000,0.4615,0.7600,0.6923,-1,16,2
20210206,34,0.5278,0.1389,0.3333,28,0.3333,0.2333,0.4333,0.4806,0.1861,0.3333,0.6145,0.0871,0.2985,0.6836,0.0559,0.2605,0.4897,0.0449,0.4654,0.6667,0.5556,0.8788,0.7778,16,7,0
20210206,27,0.4483,0.3448,0.2069,32,0.3235,0.2353,0.4412,0.4448,0.2901,0.2652,0.5719,0.2346,0.1935,0.4317,0.3289,0.2394,0.5360,0.3299,0.1341,0.8077,0.5484,0.6538,0.7742,22,12,0
20210207,27,0.5517,0.1724,0.2759,32,0.6176,0.1765,0.2059,0.3788,0.1745,0.4468,0.3613,0.0968,0.5419,0.2783,0.1649,0.5568,0.2029,0.2805,0.5165,0.7308,0.8065,0.8462,0.8387,21,-16,0
20210208,27,0.3448,0.2414,0.4138,34,0.3889,0.3889,0.2222,0.2835,0.3152,0.4014,0.2312,0.2833,0.4856,0.4295,0.3915,0.1790,0.4363,0.2909,0.2728,0.5769,0.7879,0.7692,0.6061,-2,-6,2
20210210,28,0.4667,0.3000,0.2333,30,0.3438,0.1250,0.5313,0.4990,0.2125,0.2886,0.6781,0.1026,0.2193,0.6798,0.1601,0.1601,0.7610,0.1554,0.0837,0.7778,0.4483,0.7037,0.8966,12,9,0
20210210,31,0.5455,0.2121,0.2424,28,0.3667,0.2667,0.3667,0.4561,0.2394,0.3046,0.5790,0.1637,0.2573,0.6267,0.1194,0.2539,0.6550,0.0819,0.2632,0.7667,0.6296,0.8000,0.7407,28,5,0
20210210,30,0.5313,0.2813,0.1875,28,0.2000,0.4000,0.4000,0.4657,0.3407,0.1938,0.5862,0.3104,0.1034,0.5615,0.3032,0.1354,0.7393,0.1656,0.0951,0.8276,0.5926,0.7241,0.5926,24,16,1
20210210,30,0.5313,0.3125,0.1563,33,0.4857,0.2286,0.2857,0.4085,0.2706,0.3210,0.5074,0.2388,0.2538,0.6554,0.1690,0.1756,0.5139,0.3029,0.1832,0.8621,0.7188,0.6897,0.7813,25,-18,0
20210210,33,0.6571,0.1429,0.2000,28,0.2000,0.3000,0.5000,0.5786,0.2215,0.2000,0.7986,0.1042,0.0972,0.6014,0.3279,0.0707,0.8521,0.0946,0.0533,0.8125,0.4815,0.8750,0.7037,33,15,2
20210213,26,0.7143,0.1786,0.1071,35,0.2703,0.2973,0.4324,0.5734,0.2380,0.1887,0.7901,0.1358,0.0741,0.7104,0.1420,0.1476,0.5882,0.3137,0.0981,0.9200,0.5588,0.8400,0.7059,39,10,0
20210213,32,0.4412,0.3824,0.1765,26,0.2857,0.2143,0.5000,0.4706,0.2984,0.2311,0.6250,0.2322,0.1429,0.7702,0.1196,0.1103,0.4533,0.2267,0.3200,0.8387,0.4800,0.6129,0.8000,20,12,1
