"skm","skv","gm","gv","idm","mv","me","md","vv","ve","vd","sg","resp"
691,1718,1,2,0,0,0,0,1,0,0,1,v
1269,74,0,6,0,0,0,0,1,0,0,6,v
251,1791,1,1,1,0,1,0,0,0,0,0,e
2035,688,1,1,0,0,0,0,0,1,0,0,e
220,645,0,1,1,0,0,1,0,0,0,-1,v
2058,1890,0,0,0,0,0,0,0,1,0,0,e
2152,2273,1,1,0,0,0,0,0,1,0,0,e
1174,924,2,0,1,1,0,0,0,0,0,2,m
1148,1785,1,2,1,0,0,1,0,0,0,-1,v
2007,83,2,0,1,1,0,0,0,0,0,2,m
547,775,0,1,1,0,0,1,0,0,0,-1,v
432,241,3,1,1,1,0,0,0,0,0,2,m
411,101,4,0,1,1,0,0,0,0,0,4,m
1953,1913,2,0,0,0,0,0,0,0,1,-2,m
1001,2090,2,2,1,0,1,0,0,0,0,0,e
2191,2126,2,1,1,1,0,0,0,0,0,1,m
2024,2140,3,1,0,0,0,0,0,0,1,-2,m
1189,931,1,2,0,0,0,0,1,0,0,1,v
2521,2803,2,0,1,1,0,0,0,0,0,2,m
715,1432,2,0,0,0,0,0,0,0,1,-2,m
1838,2419,0,2,1,0,0,1,0,0,0,-2,v
86,1837,2,0,0,0,0,0,0,0,1,-2,m
380,1512,2,0,1,1,0,0,0,0,0,2,m
1695,2115,2,2,1,0,1,0,0,0,0,0,e
478,500,3,0,0,0,0,0,0,0,1,-3,m
1116,818,0,2,1,0,0,1,0,0,0,-2,v
810,1384,1,1,0,0,0,0,0,1,0,0,e
1890,666,0,2,0,0,0,0,1,0,0,2,v
2338,2132,2,1,0,0,0,0,0,0,1,-1,m
412,962,2,1,0,0,0,0,0,0,1,-1,m
961,2768,1,1,0,0,0,0,0,1,0,0,e
1787,2258,1,2,1,0,0,1,0,0,0,-1,v
52,2124,2,1,0,0,0,0,0,0,1,-1,m
1079,424,1,0,1,1,0,0,0,0,0,1,m
569,691,1,2,0,0,0,0,1,0,0,1,v
524,1562,2,1,0,0,0,0,0,0,1,-1,m
202,1980,0,2,1,0,0,1,0,0,0,-2,v
2215,2802,0,0,0,0,0,0,0,1,0,0,e
370,2700,2,1,1,1,0,0,0,0,0,1,m
68,2088,0,1,0,0,0,0,1,0,0,1,v
1486,2433,1,0,0,0,0,0,0,0,1,-1,m
1226,1025,1,0,1,1,0,0,0,0,0,1,m
295,1278,2,2,0,0,0,0,0,1,0,0,e
258,777,2,1,0,0,0,0,0,0,1,-1,m
2319,1318,1,1,1,0,1,0,0,0,0,0,e
1931,198,1,2,1,0,0,1,0,0,0,-1,v
1509,1646,4,1,1,1,0,0,0,0,0,3,m
1381,2452,1,0,1,1,0,0,0,0,0,1,m
2664,475,0,1,1,0,0,1,0,0,0,-1,v
2028,629,3,0,1,1,0,0,0,0,0,3,m
1836,1270,2,2,0,0,0,0,0,1,0,0,e
851,605,3,0,1,1,0,0,0,0,0,3,m
1901,882,2,2,1,0,1,0,0,0,0,0,e
400,2812,3,2,1,1,0,0,0,0,0,1,m
2665,698,4,2,1,1,0,0,0,0,0,2,m
2580,2676,3,1,1,1,0,0,0,0,0,2,m
2061,1008,0,4,1,0,0,1,0,0,0,-4,v
323,629,1,1,1,0,1,0,0,0,0,0,e
1943,468,0,1,0,0,0,0,1,0,0,1,v
1823,1861,1,2,1,0,0,1,0,0,0,-1,v
2641,2191,0,2,1,0,0,1,0,0,0,-2,v
2414,656,0,0,1,0,1,0,0,0,0,0,e
792,505,1,1,0,0,0,0,0,1,0,0,e
119,1759,2,1,0,0,0,0,0,0,1,-1,m
1647,1221,2,0,1,1,0,0,0,0,0,2,m
1999,885,1,6,1,0,0,1,0,0,0,-5,v
770,2348,1,1,0,0,0,0,0,1,0,0,e
2028,1758,2,0,1,1,0,0,0,0,0,2,m
771,1205,3,1,0,0,0,0,0,0,1,-2,m
2213,67,5,1,1,1,0,0,0,0,0,4,m
370,892,0,1,1,0,0,1,0,0,0,-1,v
2174,645,4,1,1,1,0,0,0,0,0,3,m
604,1981,1,1,1,0,1,0,0,0,0,0,e
1015,207,0,1,0,0,0,0,1,0,0,1,v
1248,157,0,4,1,0,0,1,0,0,0,-4,v
1883,502,0,0,0,0,0,0,0,1,0,0,e
481,2653,0,0,0,0,0,0,0,1,0,0,e
1666,684,1,2,1,0,0,1,0,0,0,-1,v
2734,768,1,0,0,0,0,0,0,0,1,-1,m
2600,837,3,0,1,1,0,0,0,0,0,3,m
661,2765,0,1,0,0,0,0,1,0,0,1,v
2,1823,3,0,0,0,0,0,0,0,1,-3,m
301,1243,4,0,0,0,0,0,0,0,1,-4,m
29,334,0,0,0,0,0,0,0,1,0,0,e
1906,1730,4,1,1,1,0,0,0,0,0,3,m
393,526,2,2,0,0,0,0,0,1,0,0,e
1079,1911,2,1,0,0,0,0,0,0,1,-1,m
2379,2406,0,2,0,0,0,0,1,0,0,2,v
2617,1858,0,2,0,0,0,0,1,0,0,2,v
427,392,0,4,1,0,0,1,0,0,0,-4,v
2348,507,0,2,1,0,0,1,0,0,0,-2,v
2645,848,3,1,0,0,0,0,0,0,1,-2,m
1513,2106,1,1,1,0,1,0,0,0,0,0,e
2582,602,1,0,1,1,0,0,0,0,0,1,m
2604,851,6,2,1,1,0,0,0,0,0,4,m
1318,661,0,2,1,0,0,1,0,0,0,-2,v
455,1451,2,1,1,1,0,0,0,0,0,1,m
105,4,0,6,1,0,0,1,0,0,0,-6,v
315,1536,2,1,1,1,0,0,0,0,0,1,m
1028,1748,1,3,1,0,0,1,0,0,0,-2,v
282,2530,0,2,1,0,0,1,0,0,0,-2,v
618,922,0,1,1,0,0,1,0,0,0,-1,v
512,1678,1,2,0,0,0,0,1,0,0,1,v
349,620,3,0,1,1,0,0,0,0,0,3,m
1878,2158,1,0,1,1,0,0,0,0,0,1,m
1137,941,1,3,0,0,0,0,1,0,0,2,v
1273,420,2,2,0,0,0,0,0,1,0,0,e
641,666,4,1,1,1,0,0,0,0,0,3,m
435,888,0,3,0,0,0,0,1,0,0,3,v
2088,1486,0,0,1,0,1,0,0,0,0,0,e
1582,2149,0,0,0,0,0,0,0,1,0,0,e
1880,610,0,1,1,0,0,1,0,0,0,-1,v
1720,1722,1,0,0,0,0,0,0,0,1,-1,m
670,1164,1,0,1,1,0,0,0,0,0,1,m
1883,1018,2,1,0,0,0,0,0,0,1,-1,m
979,651,1,2,1,0,0,1,0,0,0,-1,v
754,2106,2,3,1,0,0,1,0,0,0,-1,v
2517,2723,0,6,0,0,0,0,1,0,0,6,v
479,59,2,2,0,0,0,0,0,1,0,0,e
2519,203,2,0,1,1,0,0,0,0,0,2,m
1411,1699,0,1,0,0,0,0,1,0,0,1,v
1058,1504,2,1,0,0,0,0,0,0,1,-1,m
1610,507,4,2,1,1,0,0,0,0,0,2,m
1626,2514,0,2,0,0,0,0,1,0,0,2,v
877,833,2,3,1,0,0,1,0,0,0,-1,v
1066,1383,0,0,0,0,0,0,0,1,0,0,e
2652,884,1,2,0,0,0,0,1,0,0,1,v
703,1666,0,3,1,0,0,1,0,0,0,-3,v
206,462,2,0,0,0,0,0,0,0,1,-2,m
88,2624,1,3,1,0,0,1,0,0,0,-2,v
2584,1736,1,1,1,0,1,0,0,0,0,0,e
1883,618,1,0,1,1,0,0,0,0,0,1,m
1142,1705,3,1,1,1,0,0,0,0,0,2,m
2797,2556,1,1,0,0,0,0,0,1,0,0,e
1912,1189,6,1,0,0,0,0,0,0,1,-5,m
2288,1927,4,0,0,0,0,0,0,0,1,-4,m
1415,957,2,2,1,0,1,0,0,0,0,0,e
1411,2238,1,1,1,0,1,0,0,0,0,0,e
518,1978,2,1,1,1,0,0,0,0,0,1,m
2334,1648,1,0,1,1,0,0,0,0,0,1,m
1223,193,0,1,1,0,0,1,0,0,0,-1,v
480,2810,1,0,1,1,0,0,0,0,0,1,m
1658,1546,4,0,1,1,0,0,0,0,0,4,m
292,1192,0,3,1,0,0,1,0,0,0,-3,v
2524,1375,2,2,1,0,1,0,0,0,0,0,e
1484,1165,0,2,0,0,0,0,1,0,0,2,v
1981,604,1,0,0,0,0,0,0,0,1,-1,m
2784,1966,4,1,0,0,0,0,0,0,1,-3,m
2411,1174,2,1,1,1,0,0,0,0,0,1,m
1878,1059,1,0,1,1,0,0,0,0,0,1,m
118,2032,1,1,1,0,1,0,0,0,0,0,e
1896,1002,0,0,0,0,0,0,0,1,0,0,e
1281,1344,2,1,1,1,0,0,0,0,0,1,m
1587,743,0,0,0,0,0,0,0,1,0,0,e
1052,1058,0,1,0,0,0,0,1,0,0,1,v
220,892,1,0,0,0,0,0,0,0,1,-1,m
1539,2638,0,1,0,0,0,0,1,0,0,1,v
2023,2574,2,1,1,1,0,0,0,0,0,1,m
2415,424,1,0,0,0,0,0,0,0,1,-1,m
1791,370,3,0,0,0,0,0,0,0,1,-3,m
1791,606,0,1,0,0,0,0,1,0,0,1,v
1120,963,1,5,0,0,0,0,1,0,0,4,v
504,200,3,0,1,1,0,0,0,0,0,3,m
295,2246,0,1,0,0,0,0,1,0,0,1,v
1451,403,3,2,0,0,0,0,0,0,1,-1,m
567,1980,2,3,0,0,0,0,1,0,0,1,v
167,1415,0,2,0,0,0,0,1,0,0,2,v
1129,1075,0,0,1,0,1,0,0,0,0,0,e
2650,446,1,0,1,1,0,0,0,0,0,1,m
1823,2827,0,0,1,0,1,0,0,0,0,0,e
1484,447,2,2,1,0,1,0,0,0,0,0,e
1301,1079,0,5,0,0,0,0,1,0,0,5,v
2488,2260,4,1,1,1,0,0,0,0,0,3,m
1134,1837,2,0,1,1,0,0,0,0,0,2,m
1973,1650,4,0,0,0,0,0,0,0,1,-4,m
2432,1559,3,1,0,0,0,0,0,0,1,-2,m
1625,390,2,0,1,1,0,0,0,0,0,2,m
1271,2111,3,0,0,0,0,0,0,0,1,-3,m
2145,2038,4,1,0,0,0,0,0,0,1,-3,m
153,1088,3,1,0,0,0,0,0,0,1,-2,m
829,2175,0,3,0,0,0,0,1,0,0,3,v
1532,6,0,3,1,0,0,1,0,0,0,-3,v
126,2736,2,0,1,1,0,0,0,0,0,2,m
1713,544,0,1,1,0,0,1,0,0,0,-1,v
2254,888,1,1,0,0,0,0,0,1,0,0,e
2369,1241,1,4,0,0,0,0,1,0,0,3,v
2332,2709,2,0,1,1,0,0,0,0,0,2,m
1680,759,4,2,0,0,0,0,0,0,1,-2,m
848,1274,0,2,1,0,0,1,0,0,0,-2,v
2665,699,1,2,1,0,0,1,0,0,0,-1,v
2626,224,1,3,0,0,0,0,1,0,0,2,v
558,1957,1,3,0,0,0,0,1,0,0,2,v
2292,296,1,4,1,0,0,1,0,0,0,-3,v
2422,1594,2,1,0,0,0,0,0,0,1,-1,m
2078,1730,1,1,1,0,1,0,0,0,0,0,e
2604,605,2,2,0,0,0,0,0,1,0,0,e
821,2839,2,0,0,0,0,0,0,0,1,-2,m
768,2352,1,1,1,0,1,0,0,0,0,0,e
2151,254,3,0,0,0,0,0,0,0,1,-3,m
2213,76,1,0,1,1,0,0,0,0,0,1,m
1993,2003,1,3,1,0,0,1,0,0,0,-2,v
454,101,7,2,0,0,0,0,0,0,1,-5,m
1835,2476,0,3,0,0,0,0,1,0,0,3,v
2007,185,1,0,0,0,0,0,0,0,1,-1,m
2163,1043,1,1,1,0,1,0,0,0,0,0,e
1926,666,1,1,0,0,0,0,0,1,0,0,e
2828,1840,2,1,1,1,0,0,0,0,0,1,m
1277,683,1,1,0,0,0,0,0,1,0,0,e
2781,2465,2,1,0,0,0,0,0,0,1,-1,m
181,1114,2,1,1,1,0,0,0,0,0,1,m
863,2540,0,1,0,0,0,0,1,0,0,1,v
502,922,2,0,0,0,0,0,0,0,1,-2,m
1396,2619,1,0,0,0,0,0,0,0,1,-1,m
1153,2015,1,3,0,0,0,0,1,0,0,2,v
676,765,0,3,0,0,0,0,1,0,0,3,v
1462,936,6,2,1,1,0,0,0,0,0,4,m
1840,1145,2,1,0,0,0,0,0,0,1,-1,m
63,578,5,0,1,1,0,0,0,0,0,5,m
754,2669,0,4,0,0,0,0,1,0,0,4,v
1263,1497,0,0,0,0,0,0,0,1,0,0,e
197,321,2,2,1,0,1,0,0,0,0,0,e
1250,1883,2,3,0,0,0,0,1,0,0,1,v
2252,97,3,3,0,0,0,0,0,1,0,0,e
1940,2037,3,0,0,0,0,0,0,0,1,-3,m
693,2318,1,0,0,0,0,0,0,0,1,-1,m
724,2042,1,1,0,0,0,0,0,1,0,0,e
805,1975,0,2,1,0,0,1,0,0,0,-2,v
1268,761,0,1,0,0,0,0,1,0,0,1,v
1467,617,0,3,1,0,0,1,0,0,0,-3,v
1462,2013,0,5,0,0,0,0,1,0,0,5,v
2678,2686,1,5,1,0,0,1,0,0,0,-4,v
648,1610,0,2,0,0,0,0,1,0,0,2,v
2647,1300,2,0,0,0,0,0,0,0,1,-2,m
1107,2645,1,0,0,0,0,0,0,0,1,-1,m
1410,2215,2,1,1,1,0,0,0,0,0,1,m
1197,2174,0,1,1,0,0,1,0,0,0,-1,v
1630,1786,0,2,1,0,0,1,0,0,0,-2,v
679,1335,3,2,1,1,0,0,0,0,0,1,m
633,2747,0,5,0,0,0,0,1,0,0,5,v
529,2785,4,1,1,1,0,0,0,0,0,3,m
1742,2075,1,1,0,0,0,0,0,1,0,0,e
1582,1769,1,0,1,1,0,0,0,0,0,1,m
884,2586,5,1,0,0,0,0,0,0,1,-4,m
2323,2740,2,0,1,1,0,0,0,0,0,2,m
812,2804,0,1,0,0,0,0,1,0,0,1,v
79,435,4,1,1,1,0,0,0,0,0,3,m
1872,1820,2,2,1,0,1,0,0,0,0,0,e
155,263,1,0,0,0,0,0,0,0,1,-1,m
567,2468,2,0,1,1,0,0,0,0,0,2,m
1976,2289,1,0,0,0,0,0,0,0,1,-1,m
1618,302,2,2,1,0,1,0,0,0,0,0,e
2472,579,2,3,1,0,0,1,0,0,0,-1,v
892,2130,1,2,1,0,0,1,0,0,0,-1,v
991,777,1,2,1,0,0,1,0,0,0,-1,v
347,2170,2,1,0,0,0,0,0,0,1,-1,m
414,2388,1,2,0,0,0,0,1,0,0,1,v
352,1705,0,1,1,0,0,1,0,0,0,-1,v
2662,682,1,0,1,1,0,0,0,0,0,1,m
1697,1884,1,1,1,0,1,0,0,0,0,0,e
1918,2456,1,2,1,0,0,1,0,0,0,-1,v
1844,2237,1,0,1,1,0,0,0,0,0,1,m
1581,2428,0,3,1,0,0,1,0,0,0,-3,v
1277,553,1,0,0,0,0,0,0,0,1,-1,m
1344,2068,1,1,1,0,1,0,0,0,0,0,e
2333,1270,0,2,0,0,0,0,1,0,0,2,v
2757,2714,1,3,1,0,0,1,0,0,0,-2,v
1966,467,0,1,1,0,0,1,0,0,0,-1,v
1182,1442,1,0,1,1,0,0,0,0,0,1,m
884,1612,0,0,0,0,0,0,0,1,0,0,e
1806,988,4,2,1,1,0,0,0,0,0,2,m
134,1019,1,1,0,0,0,0,0,1,0,0,e
1223,1189,3,1,1,1,0,0,0,0,0,2,m
984,1344,0,0,1,0,1,0,0,0,0,0,e
2139,1464,2,2,1,0,1,0,0,0,0,0,e
2129,2187,4,1,1,1,0,0,0,0,0,3,m
2252,1133,0,1,1,0,0,1,0,0,0,-1,v
818,1184,0,2,0,0,0,0,1,0,0,2,v
1278,656,2,2,0,0,0,0,0,1,0,0,e
2179,2231,5,1,1,1,0,0,0,0,0,4,m
2145,1062,2,2,0,0,0,0,0,1,0,0,e
522,1136,1,0,1,1,0,0,0,0,0,1,m
1095,345,2,0,0,0,0,0,0,0,1,-2,m
900,625,1,0,0,0,0,0,0,0,1,-1,m
132,1729,3,1,1,1,0,0,0,0,0,2,m
2839,233,0,2,0,0,0,0,1,0,0,2,v
435,973,1,2,1,0,0,1,0,0,0,-1,v
554,2679,1,1,1,0,1,0,0,0,0,0,e
1592,2730,1,2,0,0,0,0,1,0,0,1,v
2641,1651,3,1,0,0,0,0,0,0,1,-2,m
1403,1979,3,0,1,1,0,0,0,0,0,3,m
2693,1033,2,2,1,0,1,0,0,0,0,0,e
2017,20,4,1,1,1,0,0,0,0,0,3,m
619,1018,2,1,0,0,0,0,0,0,1,-1,m
945,580,1,2,1,0,0,1,0,0,0,-1,v
1196,784,1,1,0,0,0,0,0,1,0,0,e
1487,2284,0,1,1,0,0,1,0,0,0,-1,v
1888,145,1,0,1,1,0,0,0,0,0,1,m
1211,302,2,1,0,0,0,0,0,0,1,-1,m
736,2411,2,1,1,1,0,0,0,0,0,1,m
1935,546,1,1,0,0,0,0,0,1,0,0,e
2611,6,0,2,1,0,0,1,0,0,0,-2,v
2629,2834,3,2,1,1,0,0,0,0,0,1,m
1290,2616,4,0,0,0,0,0,0,0,1,-4,m
2121,1342,2,0,1,1,0,0,0,0,0,2,m
2557,1175,4,0,0,0,0,0,0,0,1,-4,m
1919,1363,1,1,1,0,1,0,0,0,0,0,e
2086,23,4,1,0,0,0,0,0,0,1,-3,m
2763,406,0,0,0,0,0,0,0,1,0,0,e
119,948,1,2,1,0,0,1,0,0,0,-1,v
984,138,0,1,0,0,0,0,1,0,0,1,v
2110,2299,0,0,1,0,1,0,0,0,0,0,e
2163,369,4,0,0,0,0,0,0,0,1,-4,m
1202,342,1,2,0,0,0,0,1,0,0,1,v
696,2066,0,2,0,0,0,0,1,0,0,2,v
2148,1217,1,1,0,0,0,0,0,1,0,0,e
234,502,0,1,0,0,0,0,1,0,0,1,v
179,1430,0,3,0,0,0,0,1,0,0,3,v
1242,438,1,0,1,1,0,0,0,0,0,1,m
1018,2032,1,0,1,1,0,0,0,0,0,1,m
1415,957,2,2,0,0,0,0,0,1,0,0,e
1900,2737,0,2,0,0,0,0,1,0,0,2,v
2311,1058,1,2,0,0,0,0,1,0,0,1,v
2504,735,2,1,0,0,0,0,0,0,1,-1,m
1522,2514,1,0,0,0,0,0,0,0,1,-1,m
101,1128,2,0,1,1,0,0,0,0,0,2,m
1439,622,3,1,0,0,0,0,0,0,1,-2,m
1176,1896,1,0,1,1,0,0,0,0,0,1,m
153,796,0,4,1,0,0,1,0,0,0,-4,v
2169,762,3,0,1,1,0,0,0,0,0,3,m
636,2772,1,1,0,0,0,0,0,1,0,0,e
1310,540,2,0,1,1,0,0,0,0,0,2,m
202,200,1,1,0,0,0,0,0,1,0,0,e
279,2099,1,0,0,0,0,0,0,0,1,-1,m
825,1412,0,1,0,0,0,0,1,0,0,1,v
2409,2426,2,1,0,0,0,0,0,0,1,-1,m
2515,1798,1,0,0,0,0,0,0,0,1,-1,m
2132,2580,2,1,1,1,0,0,0,0,0,1,m
1629,1274,2,2,1,0,1,0,0,0,0,0,e
1535,946,2,1,1,1,0,0,0,0,0,1,m
2054,1096,0,1,0,0,0,0,1,0,0,1,v
533,736,1,3,1,0,0,1,0,0,0,-2,v
2158,1040,2,1,0,0,0,0,0,0,1,-1,m
1626,2524,1,2,1,0,0,1,0,0,0,-1,v
1551,2613,2,2,0,0,0,0,0,1,0,0,e
1088,507,0,3,1,0,0,1,0,0,0,-3,v
139,1041,1,2,1,0,0,1,0,0,0,-1,v
756,578,1,0,1,1,0,0,0,0,0,1,m
98,469,1,0,1,1,0,0,0,0,0,1,m
466,1920,0,2,0,0,0,0,1,0,0,2,v
2318,2417,2,0,0,0,0,0,0,0,1,-2,m
546,1359,2,1,0,0,0,0,0,0,1,-1,m
888,1105,0,0,1,0,1,0,0,0,0,0,e
1858,2568,2,3,1,0,0,1,0,0,0,-1,v
447,321,3,0,0,0,0,0,0,0,1,-3,m
1815,144,0,1,1,0,0,1,0,0,0,-1,v
1575,1073,1,1,0,0,0,0,0,1,0,0,e
1783,1680,0,8,0,0,0,0,1,0,0,8,v
1047,2099,2,4,0,0,0,0,1,0,0,2,v
1480,2559,2,0,0,0,0,0,0,0,1,-2,m
413,2775,1,1,0,0,0,0,0,1,0,0,e
266,2784,2,1,0,0,0,0,0,0,1,-1,m
580,1912,0,0,0,0,0,0,0,1,0,0,e
1988,2465,3,0,0,0,0,0,0,0,1,-3,m
1388,116,1,0,0,0,0,0,0,0,1,-1,m
1281,973,2,1,1,1,0,0,0,0,0,1,m
982,318,3,1,1,1,0,0,0,0,0,2,m
1516,666,0,1,0,0,0,0,1,0,0,1,v
1890,2700,1,4,0,0,0,0,1,0,0,3,v
2219,979,1,1,0,0,0,0,0,1,0,0,e
2013,1663,3,1,1,1,0,0,0,0,0,2,m
79,1317,2,0,1,1,0,0,0,0,0,2,m
1540,1499,5,0,0,0,0,0,0,0,1,-5,m
1117,769,6,2,0,0,0,0,0,0,1,-4,m
1072,1372,0,3,1,0,0,1,0,0,0,-3,v
81,785,2,1,0,0,0,0,0,0,1,-1,m
1263,2346,1,0,1,1,0,0,0,0,0,1,m
197,2344,1,4,1,0,0,1,0,0,0,-3,v
2064,1202,0,2,1,0,0,1,0,0,0,-2,v
1335,2775,0,2,0,0,0,0,1,0,0,2,v
2326,1802,1,2,0,0,0,0,1,0,0,1,v
1229,1384,2,0,1,1,0,0,0,0,0,2,m
2097,1213,2,2,1,0,1,0,0,0,0,0,e
1392,682,2,0,1,1,0,0,0,0,0,2,m
1988,2241,0,2,0,0,0,0,1,0,0,2,v
1297,1289,3,1,0,0,0,0,0,0,1,-2,m
1051,2811,1,1,1,0,1,0,0,0,0,0,e
144,1416,0,5,0,0,0,0,1,0,0,5,v
2423,1404,1,2,1,0,0,1,0,0,0,-1,v
1425,2061,4,0,0,0,0,0,0,0,1,-4,m
1063,1432,1,1,0,0,0,0,0,1,0,0,e
2446,454,1,2,1,0,0,1,0,0,0,-1,v
2004,2320,0,0,0,0,0,0,0,1,0,0,e
1105,2254,1,1,1,0,1,0,0,0,0,0,e
2187,2782,0,2,1,0,0,1,0,0,0,-2,v
2343,304,1,0,1,1,0,0,0,0,0,1,m
2383,2143,1,2,1,0,0,1,0,0,0,-1,v
135,1890,1,0,1,1,0,0,0,0,0,1,m
1189,902,1,2,1,0,0,1,0,0,0,-1,v
1780,1508,2,0,0,0,0,0,0,0,1,-2,m
1819,128,2,2,0,0,0,0,0,1,0,0,e
445,2814,1,0,1,1,0,0,0,0,0,1,m
1444,759,2,1,0,0,0,0,0,0,1,-1,m
842,232,0,1,0,0,0,0,1,0,0,1,v
2820,1292,3,0,0,0,0,0,0,0,1,-3,m
12,2303,1,1,0,0,0,0,0,1,0,0,e
2422,1654,3,2,1,1,0,0,0,0,0,1,m
603,936,1,0,0,0,0,0,0,0,1,-1,m
1678,2724,1,1,1,0,1,0,0,0,0,0,e
1570,1644,1,0,0,0,0,0,0,0,1,-1,m
2811,1263,0,2,0,0,0,0,1,0,0,2,v
768,2222,3,2,0,0,0,0,0,0,1,-1,m
2189,1045,3,0,1,1,0,0,0,0,0,3,m
1291,982,0,4,0,0,0,0,1,0,0,4,v
2043,593,1,0,1,1,0,0,0,0,0,1,m
1720,691,0,1,1,0,0,1,0,0,0,-1,v
1445,2370,0,2,0,0,0,0,1,0,0,2,v
1760,1516,3,0,0,0,0,0,0,0,1,-3,m
531,1260,0,1,0,0,0,0,1,0,0,1,v
1965,2591,0,5,1,0,0,1,0,0,0,-5,v
279,1211,1,0,1,1,0,0,0,0,0,1,m
1117,1205,1,0,0,0,0,0,0,0,1,-1,m
406,2090,1,2,1,0,0,1,0,0,0,-1,v
2513,1726,0,0,0,0,0,0,0,1,0,0,e
211,2636,2,2,1,0,1,0,0,0,0,0,e
619,2163,1,0,0,0,0,0,0,0,1,-1,m
1758,467,0,2,1,0,0,1,0,0,0,-2,v
2223,681,0,1,0,0,0,0,1,0,0,1,v
1821,1894,0,0,0,0,0,0,0,1,0,0,e
585,2078,3,0,1,1,0,0,0,0,0,3,m
2691,842,2,1,1,1,0,0,0,0,0,1,m
211,1182,1,1,1,0,1,0,0,0,0,0,e
1462,1913,1,1,1,0,1,0,0,0,0,0,e
1582,1769,1,0,0,0,0,0,0,0,1,-1,m
1943,2771,2,1,1,1,0,0,0,0,0,1,m
1990,1535,2,2,0,0,0,0,0,1,0,0,e
2740,2533,0,1,0,0,0,0,1,0,0,1,v
234,1040,0,2,1,0,0,1,0,0,0,-2,v
641,1673,0,1,0,0,0,0,1,0,0,1,v
2046,1916,0,4,1,0,0,1,0,0,0,-4,v
413,767,4,1,1,1,0,0,0,0,0,3,m
1335,413,1,4,0,0,0,0,1,0,0,3,v
2737,1962,3,0,1,1,0,0,0,0,0,3,m
714,1249,4,2,1,1,0,0,0,0,0,2,m
2825,1964,0,2,0,0,0,0,1,0,0,2,v
28,9,3,0,1,1,0,0,0,0,0,3,m
2609,2070,2,0,0,0,0,0,0,0,1,-2,m
565,1073,6,0,1,1,0,0,0,0,0,6,m
1221,407,0,1,1,0,0,1,0,0,0,-1,v
135,1946,3,1,0,0,0,0,0,0,1,-2,m
2153,851,2,1,0,0,0,0,0,0,1,-1,m
2020,650,0,1,0,0,0,0,1,0,0,1,v
1130,2681,3,0,0,0,0,0,0,0,1,-3,m
513,2531,1,2,0,0,0,0,1,0,0,1,v
1819,1362,2,1,1,1,0,0,0,0,0,1,m
692,1418,0,1,1,0,0,1,0,0,0,-1,v
1261,2816,1,5,1,0,0,1,0,0,0,-4,v
1506,1753,3,1,0,0,0,0,0,0,1,-2,m
2101,1486,0,2,0,0,0,0,1,0,0,2,v
830,512,1,2,0,0,0,0,1,0,0,1,v
712,1580,1,2,0,0,0,0,1,0,0,1,v
1387,2636,1,1,1,0,1,0,0,0,0,0,e
2290,600,2,0,1,1,0,0,0,0,0,2,m
1731,1836,1,2,1,0,0,1,0,0,0,-1,v
977,1004,1,0,1,1,0,0,0,0,0,1,m
2647,1475,0,0,1,0,1,0,0,0,0,0,e
117,2599,3,1,0,0,0,0,0,0,1,-2,m
2523,564,0,1,0,0,0,0,1,0,0,1,v
736,643,1,2,0,0,0,0,1,0,0,1,v
1879,1814,2,1,1,1,0,0,0,0,0,1,m
1535,1171,2,0,1,1,0,0,0,0,0,2,m
1877,704,2,0,0,0,0,0,0,0,1,-2,m
2090,1462,0,2,1,0,0,1,0,0,0,-2,v
2414,656,0,0,0,0,0,0,0,1,0,0,e
1233,2334,1,3,0,0,0,0,1,0,0,2,v
1423,1311,2,0,1,1,0,0,0,0,0,2,m
1388,116,1,0,1,1,0,0,0,0,0,1,m
2288,518,0,0,0,0,0,0,0,1,0,0,e
1552,1462,1,3,0,0,0,0,1,0,0,2,v
465,1887,1,3,0,0,0,0,1,0,0,2,v
2252,2838,2,2,0,0,0,0,0,1,0,0,e
1000,1950,0,2,1,0,0,1,0,0,0,-2,v
259,8,1,1,0,0,0,0,0,1,0,0,e
2348,1056,3,0,0,0,0,0,0,0,1,-3,m
2652,2414,3,1,1,1,0,0,0,0,0,2,m
2036,2456,1,0,0,0,0,0,0,0,1,-1,m
618,1040,1,1,0,0,0,0,0,1,0,0,e
2331,1415,1,0,1,1,0,0,0,0,0,1,m
2417,2415,1,0,0,0,0,0,0,0,1,-1,m
390,618,1,2,0,0,0,0,1,0,0,1,v
1806,1058,1,2,1,0,0,1,0,0,0,-1,v
614,1254,0,1,1,0,0,1,0,0,0,-1,v
2685,418,0,3,0,0,0,0,1,0,0,3,v
217,1137,0,3,0,0,0,0,1,0,0,3,v
133,2535,0,1,1,0,0,1,0,0,0,-1,v
266,467,2,2,1,0,1,0,0,0,0,0,e
1040,2610,2,0,0,0,0,0,0,0,1,-2,m
2296,2555,2,1,1,1,0,0,0,0,0,1,m
586,397,3,0,1,1,0,0,0,0,0,3,m
1021,1854,1,0,0,0,0,0,0,0,1,-1,m
25,1136,0,0,1,0,1,0,0,0,0,0,e
649,1703,0,0,1,0,1,0,0,0,0,0,e
1985,2259,4,0,1,1,0,0,0,0,0,4,m
679,1045,3,1,1,1,0,0,0,0,0,2,m
2662,1480,2,1,1,1,0,0,0,0,0,1,m
